channel_id,video_id,channel_name,duration(sec),domain,link
UCVO8HTTCupXu200gNsLsKCA,j7PthLFnal4,Close Up Kache Ashar Golpo,245,Reality Talk Show,https://www.youtube.com/watch?v=j7PthLFnal4
UCVO8HTTCupXu200gNsLsKCA,A8LSBHRLgAc,Close Up Kache Ashar Golpo,260,Reality Talk Show,https://www.youtube.com/watch?v=A8LSBHRLgAc
UCVO8HTTCupXu200gNsLsKCA,r8EFzjnPMiI,Close Up Kache Ashar Golpo,241,Reality Talk Show,https://www.youtube.com/watch?v=r8EFzjnPMiI
UCVO8HTTCupXu200gNsLsKCA,xONzXLWUOJw,Close Up Kache Ashar Golpo,1834,Reality Talk Show,https://www.youtube.com/watch?v=xONzXLWUOJw
UC_YEeUix2bvVOuLxEUw2SnQ,h8DKGQdhG3U,Eagle Team,1466,Natok / Telefilm,https://www.youtube.com/watch?v=h8DKGQdhG3U
UC_YEeUix2bvVOuLxEUw2SnQ,WhKde9R9br8,Eagle Team,1607,Natok / Telefilm,https://www.youtube.com/watch?v=WhKde9R9br8
UC_YEeUix2bvVOuLxEUw2SnQ,anIFMdQ0UF0,Eagle Team,1545,Natok / Telefilm,https://www.youtube.com/watch?v=anIFMdQ0UF0
UC_YEeUix2bvVOuLxEUw2SnQ,UXsmfW7dv6I,Eagle Team,1599,Natok / Telefilm,https://www.youtube.com/watch?v=UXsmfW7dv6I
UCID-e04-H5Luw7tKq25QS-w,H0WfIG4T_SQ,G Series,317,Music,https://www.youtube.com/watch?v=H0WfIG4T_SQ
UCID-e04-H5Luw7tKq25QS-w,xCA1mQtzCI0,G Series,302,Music,https://www.youtube.com/watch?v=xCA1mQtzCI0
